2024-11-25 01:56:42,226 - DEBUG - Plik logów zosta³ utworzony.
2024-11-25 01:56:42,245 - DEBUG - Wywo³ano metodê: __init__ z argumentami: () {}
2024-11-25 01:56:42,245 - DEBUG - Wywo³ano funkcjê: load_models z argumentami: () {}
2024-11-25 01:56:42,245 - DEBUG - Zakoñczono funkcjê/metodê: load_models z wynikiem: [{'name': 'gpt-4o', 'description': 'High-intelligence flagship model for complex, multi-step tasks.'}, {'name': 'gpt-4o-mini', 'description': 'Affordable and intelligent small model for fast, lightweight tasks.'}, {'name': 'gpt-4-turbo', 'description': 'Latest GPT-4 Turbo model with vision capabilities.'}, {'name': 'gpt-3.5-turbo', 'description': 'Fast, inexpensive model for simple tasks.'}]
2024-11-25 01:56:42,245 - WARNING - Brak pliku ikony send: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\send_icon.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony attach: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\attach_icon.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony theme: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\theme_icon.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony style1: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\style1_icon.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony style2: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\style2_icon.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony style3: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\style3_icon.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony style4: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\style4_icon.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony resize_in: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\resize_in_icon.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony resize_out: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\resize_out_icon.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony user_avatar: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\user_avatar.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony ai_avatar: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\ai_avatar.png
2024-11-25 01:56:42,246 - WARNING - Brak pliku ikony default_avatar: C:\Python skrypty\nauka\OpenaiApi For Beginners\icons\default_avatar.png
2024-11-25 01:56:42,247 - DEBUG - Wywo³ano metodê: init_ui z argumentami: () {}
2024-11-25 01:56:42,256 - DEBUG - Wywo³ano metodê: update_model_dropdown z argumentami: () {}
2024-11-25 01:56:42,256 - DEBUG - Zakoñczono funkcjê/metodê: update_model_dropdown z wynikiem: None
2024-11-25 01:56:42,258 - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
2024-11-25 01:56:42,258 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerifDisplay.ttf', name='DejaVu Serif Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-25 01:56:42,259 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBol.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-11-25 01:56:42,259 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-25 01:56:42,259 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymBol.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-11-25 01:56:42,259 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBolIta.ttf', name='STIXGeneral', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2024-11-25 01:56:42,259 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans-Bold.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 0.33499999999999996
2024-11-25 01:56:42,259 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-25 01:56:42,259 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmmi10.ttf', name='cmmi10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-25 01:56:42,259 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif-Bold.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2024-11-25 01:56:42,259 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneral.ttf', name='STIXGeneral', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2024-11-25 01:56:42,259 - DEBUG - findfont: score(FontEntry(fname='C:\\Python skrypty\\venv\\lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymBol.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
